	anno	departamento	zona	regimen_de_administradora	sexo	etapas_ciclo_vital	tipo_de_usuario	nivel_sisben	conteo_de_administradoras	conteo_de_prestadores	costo_procedimiento	neto_a_pagar_-_consulta	numero_de_atenciones	numero_personas_atendidas	valor_consulta	valor_cuota_moderadora_-_consulta
15359	2010	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	4	6	0	120306.0	12	8	142206.0	21900.0
15360	2010	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	5 - OTRO	NO REPORTADO	1	1	0	10510.0	1	1	12510.0	2000.0
15361	2010	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	1	1	0	15920.0	1	1	3135393230.0	30.0
15362	2010	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	20400.0	1	1	20400.0	0.0
15363	2010	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	3 - VINCULADO	NO REPORTADO	1	1	0	20600.0	1	1	20600.0	0.0
15364	2010	20 - Cesar	Centro Poblado	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	2	2	55355	23516.0	7	2	23516.0	0.0
15365	2010	20 - Cesar	Centro Poblado	SALUD: SUBSIDIADO	MASCULINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	76400.0	4	1	76400.0	0.0
15368	2010	20 - Cesar	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	1	1	0	0.0	2	1	0.0	0.0
15369	2010	20 - Cesar	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NIVEL 1	1	1	0	11082.0	2	1	11082.0	0.0
15370	2010	20 - Cesar	Rural	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	1	1	54450	0.0	2	1	0.0	0.0
15371	2010	20 - Cesar	Rural	SALUD: SUBSIDIADO	MASCULINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	38200.0	2	1	38200.0	0.0
15372	2011	20 - Cesar	Centro Poblado	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	2	2	0	21491.0	2	2	23591.0	2100.0
15373	2011	20 - Cesar	Rural	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	21300.0	1	1	21300.0	0.0
15374	2011	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NO APLICA	1	1	0	13300.0	1	1	13300.0	0.0
15376	2011	20 - Cesar	Centro Poblado	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	21300.0	1	1	21300.0	0.0
15377	2011	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO APLICA	1	1	0	13300.0	1	1	13300.0	0.0
15378	2011	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	2	5	413141	212785.0	36	11	230320.0	95700.0
15379	2011	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 27 a 44 años	2 - SUBSIDIADO	NIVEL 1	1	1	0	13300.0	1	1	13300.0	0.0
15381	2011	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO APLICA	4	3	69000	49427.0	9	4	82629.0	33202.0
15382	2011	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	1	3	0	96300.0	4	3	96300.0	0.0
15383	2011	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO APLICA	1	1	0	8420.0	2	1	25020.0	16600.0
15384	2011	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 27 a 44 años	2 - SUBSIDIADO	NO APLICA	1	1	0	26600.0	2	2	26600.0	0.0
15385	2011	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	3 - VINCULADO	NO REPORTADO	1	2	0	136460.0	10	1	157460.0	21000.0
15386	2011	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 27 a 44 años	1 - CONTRIBUTIVO	NIVEL 1	1	1	0	20820.0	2	1	0.0	4200.0
15387	2011	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NIVEL 2	1	1	0	29240.0	4	2	50040.0	20800.0
15388	2011	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	6	16	1874210	828452.0	117	38	856152.0	152800.0
15389	2011	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	3	3	0	42800.0	3	3	42800.0	0.0
15390	2011	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	5 - OTRO	NO REPORTADO	1	3	0	92300.0	6	4	92300.0	0.0
15391	2011	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NIVEL 1	1	1	0	13300.0	1	1	13300.0	0.0
15392	2011	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	4	6	0	214600.0	12	10	214600.0	0.0
15393	2011	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	13300.0	1	1	13300.0	0.0
15395	2011	20 - Cesar	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	2	3	0	50530.0	6	4	58930.0	8400.0
15396	2011	20 - Cesar	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	21400.0	1	1	21400.0	0.0
15397	2011	20 - Cesar	Rural	SALUD: CONTRIBUTIVO	MASCULINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	1	2	0	21400.0	2	2	21400.0	0.0
15398	2012	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 27 a 44 años	5 - OTRO	NO REPORTADO	1	1	0	16400.0	1	1	16400.0	0.0
15399	2012	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NIVEL 2	1	1	0	29300.0	1	1	29300.0	0.0
15401	2012	20 - Cesar	Rural	SALUD: CONTRIBUTIVO	MASCULINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO APLICA	1	1	0	18800.0	1	1	21000.0	2200.0
15402	2012	20 - Cesar	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	22700.0	1	1	22700.0	0.0
15403	2012	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	1	1	0	21400.0	1	1	21400.0	0.0
15404	2012	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	5	9	174000	273470.0	20	12	276400.0	2930.0
15405	2012	20 - Cesar	Centro Poblado	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	32700.0	1	1	32700.0	0.0
15406	2012	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NO APLICA	1	1	0	22700.0	1	1	22700.0	0.0
15407	2012	20 - Cesar	Rural	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	1	2	147000	29300.0	5	1	29300.0	0.0
15408	2012	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 27 a 44 años	1 - CONTRIBUTIVO	NIVEL 1	1	1	0	288.0	3	1	288.0	0.0
15409	2012	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO APLICA	4	7	0	156135.0	12	6	127615.0	28300.0
15410	2012	20 - Cesar	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	3	8	459072	108443.0	16	6	123743.0	19700.0
15411	2012	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NIVEL 1	1	2	0	53050.0	4	1	53050.0	0.0
15413	2012	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	5	26	1285688	1009866.0	114	44	1002006.0	117100.0
15414	2012	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	4	10	173100	248413.0	24	9	259853.0	57461.0
15415	2012	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	5 - OTRO	NO REPORTADO	1	7	0	202220.0	19	4	123420.0	37200.0
15416	2012	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NIVEL 1	3	2	0	73100.0	3	3	73100.0	0.0
15417	2012	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 27 a 44 años	2 - SUBSIDIADO	NIVEL 1	1	1	0	22500.0	1	1	22500.0	0.0
15418	2012	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	3	3	0	57400.0	3	3	57400.0	0.0
15419	2012	20 - Cesar	Centro Poblado	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	3	6	0	224161.0	16	7	235161.0	11000.0
15420	2012	20 - Cesar	Centro Poblado	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	21400.0	1	1	21400.0	0.0
15422	2013	20 - Cesar	Rural	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	3	3	0	93895.0	3	3	93895.0	0.0
15423	2013	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	17510.0	2	1	0.0	47800.0
15424	2013	20 - Cesar	Rural	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	3 - VINCULADO	NO REPORTADO	1	1	0	212400.0	9	1	212400.0	0.0
15425	2013	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NIVEL 1	2	4	299364	24591.0	6	3	15836.0	2300.0
15427	2013	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 27 a 44 años	5 - OTRO	NO REPORTADO	1	1	0	8755.0	1	1	0.0	2300.0
15428	2013	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 27 a 44 años	2 - SUBSIDIADO	NIVEL 1	1	1	0	207900.0	9	1	207900.0	0.0
15429	2013	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	3	3	0	2476780.0	6	3	2476780.0	0.0
15430	2013	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NIVEL 1	2	2	0	268900.0	11	2	268900.0	0.0
15431	2013	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO APLICA	2	4	92285	43782.0	16	2	48382.0	4600.0
15432	2013	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	5	19	224047	602684.0	83	43	457664.0	192900.0
15433	2013	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	4	10	1690226	717262.0	52	10	725197.0	76300.0
15434	2013	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	47030.0	2	1	47030.0	0.0
15435	2013	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	5 - OTRO	NO REPORTADO	1	4	0	102570.0	16	4	50040.0	23000.0
15436	2013	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	4	4	0	542115.0	20	6	542115.0	0.0
15437	2013	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NIVEL 2	1	1	0	29800.0	1	1	29800.0	0.0
15438	2013	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	6	10	8000	2258145.0	83	19	2258145.0	0.0
15439	2013	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	3 - VINCULADO	NO REPORTADO	1	1	0	0.0	2	1	0.0	0.0
15440	2013	20 - Cesar	Centro Poblado	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	2	4	0	49301.0	4	4	51601.0	2300.0
15441	2013	20 - Cesar	Centro Poblado	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	3	2	0	545500.0	17	4	545500.0	0.0
15444	2013	20 - Cesar	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	2	5	0	64438.0	7	4	78238.0	13800.0
15445	2013	20 - Cesar	Rural	SALUD: CONTRIBUTIVO	MASCULINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	1	1	0	32700.0	1	1	32700.0	0.0
15446	2013	20 - Cesar	Rural	SALUD: SUBSIDIADO	MASCULINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	61000.0	2	1	61000.0	0.0
15447	2014	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NIVEL 1	8	7	88000	350556.0	21	11	350556.0	0.0
15448	2014	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NO APLICA	1	1	0	13300.0	1	1	13300.0	0.0
15449	2014	20 - Cesar	Centro Poblado	SALUD: CONTRIBUTIVO	MASCULINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	1	1	0	60000.0	2	2	60000.0	0.0
15450	2014	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 27 a 44 años	2 - SUBSIDIADO	NIVEL 1	2	3	0	133790.0	5	3	133790.0	0.0
15451	2014	20 - Cesar	Centro Poblado	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	6	8	155700	534687.0	20	9	534687.0	0.0
15452	2014	20 - Cesar	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	2	3	80530	47510.0	4	2	47510.0	4800.0
15453	2014	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NIVEL 1	1	1	0	35400.0	1	1	35400.0	0.0
15454	2014	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NIVEL 1	1	2	0	20220.0	2	1	25020.0	4800.0
15455	2014	20 - Cesar	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NIVEL 1	1	1	0	10689.0	1	1	10689.0	0.0
15456	2014	20 - Cesar	Rural	SALUD: SUBSIDIADO	MASCULINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	2	2	0	23900.0	2	2	23900.0	0.0
15457	2014	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NIVEL 2	1	2	0	45836.0	2	1	45836.0	0.0
15458	2014	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO APLICA	1	2	53027	90000.0	4	2	90000.0	0.0
15459	2014	20 - Cesar	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NIVEL 1	1	2	0	50040.0	8	1	50040.0	9600.0
15460	2014	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	4	5	0	1738002.0	7	5	1738002.0	0.0
15462	2014	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 27 a 44 años	1 - CONTRIBUTIVO	NIVEL 1	1	1	0	90000.0	3	1	90000.0	0.0
15463	2014	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 27 a 44 años	1 - CONTRIBUTIVO	NIVEL 2	1	1	0	30000.0	1	1	30000.0	0.0
15464	2014	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO APLICA	3	4	603780	291920.0	29	8	291920.0	0.0
15465	2014	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	6	21	840362	2282635.0	140	55	2263785.0	104770.0
15466	2014	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	3	10	669912	773470.0	36	16	816270.0	42800.0
15467	2014	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	35020.0	5	2	35020.0	12000.0
15468	2014	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	3	3	0	119927.0	4	3	119927.0	0.0
15469	2014	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 27 a 44 años	2 - SUBSIDIADO	NIVEL 2	1	1	0	71000.0	2	1	71000.0	0.0
15470	2014	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	8	19	132203	3015052.0	109	67	3015052.0	0.0
15471	2014	20 - Cesar	Centro Poblado	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	1	4	111134	103436.0	20	3	105836.0	2400.0
15475	2014	20 - Cesar	Rural	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	4	5	0	316066.0	10	5	316066.0	0.0
15476	2015	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	8	20	610892	5139928.0	94	41	2591228.0	0.0
15479	2015	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NIVEL 1	2	3	73575	6430.0	4	3	37530.0	31100.0
15480	2015	20 - Cesar	Centro Poblado	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	5	7	529226	721325.0	36	8	753625.0	0.0
15481	2015	20 - Cesar	Rural	SALUD: CONTRIBUTIVO	MASCULINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	1	1	550841	0.0	24	1	0.0	0.0
15482	2015	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 27 a 44 años	5 - OTRO	NO REPORTADO	1	2	0	163080.0	5	1	165580.0	2500.0
15483	2015	20 - Cesar	Centro Poblado	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	3	6	34029	37640.0	10	4	50040.0	17400.0
15484	2015	20 - Cesar	Rural	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	1	1	0	14387.0	1	1	14387.0	0.0
15486	2015	20 - Cesar	Rural	SALUD: SUBSIDIADO	MASCULINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	2	2	0	78841.0	3	2	78841.0	0.0
15487	2015	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NIVEL 1	3	3	0	114327.0	4	4	114327.0	0.0
15488	2015	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	2	3	371875	151141.0	16	4	151141.0	5000.0
15489	2015	20 - Cesar	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NIVEL 1	1	1	0	5220.0	2	1	25020.0	19800.0
15491	2015	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	4	28	229604	788491.0	79	39	833291.0	117100.0
15492	2015	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 27 a 44 años	2 - SUBSIDIADO	NO APLICA	1	1	0	33400.0	1	1	33400.0	0.0
15493	2015	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 27 a 44 años	1 - CONTRIBUTIVO	NIVEL 1	1	1	0	23580.0	1	1	23580.0	0.0
15494	2015	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NIVEL 2	1	1	0	15274.0	1	1	15274.0	0.0
15495	2015	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO APLICA	3	4	0	45856.0	4	3	45856.0	5000.0
15496	2015	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	3	7	103055	128052.0	20	9	128052.0	12400.0
15497	2015	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	5 - OTRO	NIVEL 1	1	1	0	42160.0	2	1	47160.0	5000.0
15498	2015	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	1	1	0	25300.0	1	1	25300.0	0.0
15499	2015	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 27 a 44 años	2 - SUBSIDIADO	NIVEL 2	1	1	0	42400.0	2	1	42400.0	0.0
15500	2015	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	3	3	61500	166800.0	6	4	166800.0	0.0
15501	2015	20 - Cesar	Centro Poblado	SALUD: CONTRIBUTIVO	MASCULINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	1	1	80530	0.0	2	1	0.0	0.0
15503	2015	20 - Cesar	Rural	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	3	4	0	214900.0	8	6	193000.0	0.0
15504	2016	20 - Cesar	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	2	2	0	21329.0	2	2	24029.0	2700.0
15506	2016	20 - Cesar	Centro Poblado	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	2	3	0	58440.0	8	4	98995.0	42400.0
15507	2016	20 - Cesar	Centro Poblado	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NIVEL 1	2	2	0	100700.0	5	2	100700.0	0.0
15508	2016	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	1	2	0	146499.0	4	4	146500.0	1.0
15509	2016	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	12110.0	2	1	17510.0	5400.0
15510	2016	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NIVEL 1	2	4	0	36762.0	4	3	50062.0	13300.0
15511	2016	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 27 a 44 años	2 - SUBSIDIADO	NIVEL 1	1	1	0	0.0	1	1	0.0	0.0
15512	2016	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	3	6	0	208886.0	8	5	208886.0	0.0
15513	2016	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	5	22	0	2082410.0	63	40	2082410.0	0.0
15515	2016	20 - Cesar	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NIVEL 2	1	1	0	0.0	1	1	0.0	0.0
15516	2016	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NIVEL 1	1	1	644481	35500.0	3	1	35500.0	0.0
15517	2016	20 - Cesar	Rural	SALUD: SUBSIDIADO	MASCULINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	3	2	0	102300.0	3	3	102300.0	0.0
15518	2016	20 - Cesar	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 27 a 44 años	1 - CONTRIBUTIVO	NO REPORTADO	4	15	162814	657327.0	56	30	708427.0	77700.0
15519	2016	20 - Cesar	Rural	SALUD: SUBSIDIADO	FEMENINO	De 27 a 44 años	2 - SUBSIDIADO	NO REPORTADO	3	5	0	327026.0	9	5	327026.0	0.0
